file,timestamp,task_id,generation,is_final_pareto_config,error,category,model_size,quantization,temperature,top_p,num_predict,num_ctx,instruction,output_constraint,reasoning_scaffold,format_rule,test_hint
failure_20260329_144120_053156_task_485_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:20,485,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144120_643860_task_836_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:20,836,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144121_692597_task_844_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:21,844,1,False,TypeError: object of type 'int' has no len(),signature_or_type_error,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144122_028323_task_55_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:22,55,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144123_114605_task_652_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:23,652,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144123_721539_task_432_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:23,432,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144124_254773_task_884_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:24,884,1,False,IndexError: string index out of range,other_runtime_error,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144126_571214_task_699_qwen2.5-coder_1.5b-instruct-q4_K_M.json,2026-03-29 14:41:26,699,1,False,AssertionError: ,assertion_failure,1.5b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144128_766196_task_122_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:28,122,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144129_807150_task_63_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:29,63,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144130_108995_task_184_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:30,184,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144131_465218_task_515_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:31,515,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144131_782856_task_668_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:31,668,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144132_093382_task_251_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:32,251,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144133_296588_task_602_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:33,602,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144134_472296_task_781_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:34,781,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144135_314019_task_773_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:35,773,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144136_430161_task_78_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:36,78,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144137_128887_task_714_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:37,714,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144137_574327_task_298_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:37,298,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144138_135202_task_512_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:38,512,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144139_407449_task_144_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:39,144,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144143_139107_task_28_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:43,28,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144144_113462_task_485_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:44,485,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144144_717912_task_836_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:44,836,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144145_911265_task_844_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:45,844,1,False,TypeError: object of type 'int' has no len(),signature_or_type_error,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144146_269841_task_55_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:46,55,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144147_245798_task_652_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:47,652,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144148_229547_task_884_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:48,884,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144151_133146_task_699_qwen2.5-coder_1.5b-instruct-q8_0.json,2026-03-29 14:41:51,699,1,False,AssertionError: ,assertion_failure,1.5b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144153_822755_task_122_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:41:53,122,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144154_653611_task_63_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:41:54,63,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144155_085524_task_184_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:41:55,184,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144158_546057_task_484_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:41:58,484,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144201_570807_task_773_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:01,773,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144204_325316_task_714_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:04,714,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144204_866708_task_298_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:04,298,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144206_511080_task_729_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:06,729,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144207_024520_task_525_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:07,525,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144208_430918_task_895_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:08,895,1,False,"TypeError: max expected at least 1 argument, got 0",signature_or_type_error,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144208_874803_task_898_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:08,898,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144211_269304_task_607_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:11,607,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144215_752102_task_844_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:15,844,1,False,TypeError: 'int' object is not subscriptable,signature_or_type_error,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144216_683661_task_381_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:16,381,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144217_674510_task_652_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:17,652,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144223_709603_task_699_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:42:23,699,1,False,"SyntaxError: invalid syntax (<string>, line 1)",syntax_error,7b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144228_207408_task_122_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:28,122,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144229_211677_task_63_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:29,63,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144229_717967_task_184_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:29,184,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144234_125011_task_484_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:34,484,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144238_403098_task_773_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:38,773,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144242_724728_task_714_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:42,714,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144243_435169_task_298_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:43,298,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144248_106155_task_895_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:48,895,1,False,"TypeError: max expected at least 1 argument, got 0",signature_or_type_error,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144248_991260_task_898_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:48,898,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144252_050170_task_607_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:52,607,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144259_897405_task_381_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:42:59,381,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144300_969555_task_652_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:00,652,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144309_489760_task_122_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:09,122,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144310_265988_task_63_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:10,63,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144310_708226_task_184_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:10,184,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144314_085037_task_484_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:14,484,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144317_215471_task_773_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:17,773,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144319_955049_task_714_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:19,714,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144320_477464_task_298_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:20,298,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144322_581152_task_525_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:22,525,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144324_026585_task_895_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:24,895,1,False,"TypeError: max expected at least 1 argument, got 0",signature_or_type_error,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144324_463250_task_898_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:24,898,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144326_805048_task_607_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:26,607,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144332_360404_task_844_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:32,844,1,False,TypeError: 'int' object is not iterable,signature_or_type_error,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144333_355164_task_381_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:33,381,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144334_250410_task_652_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:34,652,1,False,AssertionError: ,assertion_failure,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144340_424200_task_699_qwen2.5-coder_7b-instruct-q4_K_M.json,2026-03-29 14:43:40,699,1,False,"SyntaxError: invalid syntax (<string>, line 1)",syntax_error,7b,q4_K_M,0.1,0.9,192,1024,0,0,0,0,1
failure_20260329_144342_208231_task_122_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:42,122,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144343_235305_task_63_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:43,63,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144343_790670_task_184_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:43,184,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144348_232697_task_484_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:48,484,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144352_582466_task_773_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:52,773,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144356_464420_task_714_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:56,714,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144357_128255_task_298_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:43:57,298,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144401_914804_task_895_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:44:01,895,1,False,"TypeError: max expected at least 1 argument, got 0",signature_or_type_error,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144402_847230_task_898_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:44:02,898,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144405_926645_task_607_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:44:05,607,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144413_756936_task_381_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:44:13,381,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144414_849939_task_652_qwen2.5-coder_7b-instruct-q8_0.json,2026-03-29 14:44:14,652,1,False,AssertionError: ,assertion_failure,7b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144433_337287_task_122_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:44:33,122,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144436_506887_task_184_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:44:36,184,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144508_425001_task_714_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:45:08,714,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144530_933124_task_607_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:45:30,607,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144542_536351_task_836_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:45:42,836,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144555_085375_task_652_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:45:55,652,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144612_670979_task_699_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:46:12,699,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_144618_055897_task_122_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:46:18,122,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144621_227900_task_184_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:46:21,184,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144653_365262_task_714_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:46:53,714,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144715_840287_task_607_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:47:15,607,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144727_494477_task_836_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:47:27,836,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144740_096747_task_652_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:47:40,652,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144757_696811_task_699_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:47:57,699,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.95,192,1024,0,0,0,0,1
failure_20260329_144803_088436_task_122_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:48:03,122,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144806_219305_task_184_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:48:06,184,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144838_289867_task_714_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:48:38,714,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144900_728593_task_607_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:49:00,607,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144912_479601_task_836_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:49:12,836,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144925_006996_task_652_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:49:25,652,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144942_778459_task_699_qwen2.5-coder_32b-instruct-q4_K_M.json,2026-03-29 14:49:42,699,1,False,AssertionError: ,assertion_failure,32b,q4_K_M,0.0,0.9,256,1024,0,0,0,0,1
failure_20260329_144956_407276_task_122_qwen2.5-coder_32b-instruct-q8_0.json,2026-03-29 14:49:56,122,1,False,AssertionError: ,assertion_failure,32b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_145000_868408_task_184_qwen2.5-coder_32b-instruct-q8_0.json,2026-03-29 14:50:00,184,1,False,AssertionError: ,assertion_failure,32b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
failure_20260329_145012_407557_task_668_qwen2.5-coder_32b-instruct-q8_0.json,2026-03-29 14:50:12,668,1,False,AssertionError: ,assertion_failure,32b,q8_0,0.0,0.9,192,1024,0,0,0,0,1
